date,open,high,low,close,volume,amount,factor
2023-09-26,5.95,6.1,5.57,5.8,187586,116401.15288,1.0
2023-09-27,5.6,5.76,5.48,5.52,53637,32061.15726,1.0
2023-09-28,5.58,5.65,5.48,5.48,29389,17411.214350000002,1.0
2023-10-09,5.48,5.51,5.26,5.28,29244,16701.08496,1.0
2023-10-10,5.3,5.31,5.2,5.21,14495,8158.322990000001,1.0
2023-10-11,5.19,5.24,5.17,5.19,10336,5782.16207,1.0
2023-10-12,5.21,5.21,5.14,5.19,11027,6138.212519999999,1.0
2023-10-13,5.16,5.19,5.13,5.15,7435,4129.19783,1.0
2023-10-16,5.18,5.2,5.13,5.16,5217,2896.81419,1.0
2023-10-17,5.13,5.16,5.11,5.13,5621,3104.7086,1.0
2023-10-18,5.12,5.12,5.03,5.04,8901,4869.062059999999,1.0
2023-10-19,5.02,5.02,4.93,4.97,6578,3545.9980800000003,1.0
2023-10-20,4.94,4.97,4.9,4.91,5354,2853.30522,1.0
2023-10-23,4.9,4.9,4.75,4.75,9093,4755.04059,1.0
2023-10-24,4.81,4.86,4.77,4.81,3650,1903.89444,1.0
2023-10-25,4.86,4.88,4.8,4.84,3348,1754.36556,1.0
2023-10-26,4.84,4.85,4.76,4.83,2776,1444.1495400000001,1.0
2023-10-27,4.85,5.26,4.85,5.18,33480,18441.558960000002,1.0
2023-10-30,5.17,5.56,5.16,5.45,49208,28512.43002,1.0
2023-10-31,5.31,5.38,5.19,5.29,23147,13119.388060000001,1.0
2023-11-01,5.3,5.38,5.24,5.29,12388,7076.412,1.0
2023-11-02,5.29,5.33,5.25,5.31,7748,4410.01095,1.0
2023-11-03,5.3,5.38,5.3,5.34,8115,4657.62312,1.0
2023-11-06,5.36,5.43,5.32,5.4,9124,5267.31725,1.0
2023-11-07,5.37,5.45,5.36,5.43,8401,4886.82494,1.0
2023-11-08,5.45,5.75,5.44,5.66,32552,19611.830690000003,1.0
2023-11-09,5.7,5.7,5.58,5.61,13903,8350.90998,1.0
2023-11-10,5.6,5.6,5.48,5.51,14122,8383.60413,1.0
2023-11-13,5.54,5.61,5.5,5.59,7430,4430.75264,1.0
2023-11-14,5.66,5.76,5.59,5.72,26281,15965.02644,1.0
2023-11-15,5.73,5.75,5.67,5.73,19520,11933.784109999999,1.0
2023-11-16,5.69,5.7,5.52,5.53,15303,9180.83926,1.0
2023-11-17,5.48,5.55,5.46,5.55,10824,6388.93985,1.0
2023-11-20,5.51,5.76,5.51,5.76,20159,12279.01164,1.0
2023-11-21,5.77,6.92,5.77,6.18,80419,53499.30325,1.0
2023-11-22,6.1,6.96,6.05,6.89,73717,51207.67593,1.0
2023-11-23,6.98,7.45,6.41,6.7,68649,50215.04229,1.0
2023-11-24,6.84,8.83,6.71,8.83,118852,102878.68089,1.0
2023-11-27,10.4,11.59,9.4,11.4,158017,173979.39808,1.0
2023-11-28,10.0,11.02,9.62,10.06,99483,106749.1238,1.0
2023-11-29,10.15,10.34,8.5,8.53,65919,64015.33496,1.0
2023-11-30,8.5,8.83,8.03,8.52,38227,33972.53787,1.0
2023-12-01,8.65,8.83,8.0,8.04,32413,28635.87549,1.0
2023-12-04,8.0,8.32,7.61,8.07,27653,23114.40211,1.0
2023-12-05,7.95,9.36,7.83,8.99,51751,47590.31119,1.0
2023-12-06,9.0,9.49,8.84,9.15,35653,33894.34523,1.0
2023-12-07,9.16,9.75,8.94,9.52,33084,32362.70639,1.0
2023-12-08,9.77,9.83,9.3,9.46,35489,35321.88884000001,1.0
2023-12-11,9.5,9.59,8.61,8.79,28728,26997.25032,1.0
2023-12-12,9.05,9.05,8.6,8.97,18387,17038.7481,1.0
2023-12-13,8.83,9.39,8.83,9.2,28295,27117.04544,1.0
2023-12-14,9.54,9.87,9.25,9.52,48685,48842.31613,1.0
2023-12-15,9.7,9.95,9.48,9.91,38998,39637.05764,1.0
2023-12-18,9.81,10.96,9.7,10.54,55265,58877.54253,1.0
2023-12-19,10.49,10.93,9.96,10.57,41052,44331.39085,1.0
2023-12-20,10.49,11.35,10.45,10.91,44586,50524.77425,1.0
2023-12-21,10.69,11.59,9.36,9.63,65602,72831.92576,1.0
2023-12-22,9.39,10.04,9.1,9.79,44648,44502.71301,1.0
2023-12-25,9.79,10.48,9.79,10.43,42407,44769.02155,1.0
2023-12-26,10.48,10.96,9.76,10.65,52300,57347.191020000006,1.0
2023-12-27,10.62,10.62,10.13,10.41,30776,33105.20558,1.0
2023-12-28,10.41,12.19,10.41,11.18,87318,102181.22448,1.0
2023-12-29,11.25,11.94,10.85,11.8,77492,90976.86036,1.0
2024-01-02,11.6,12.14,11.41,11.98,70867,86532.14955,1.0
2024-01-03,11.85,11.95,11.46,11.76,39153,47495.58612,1.0
2024-01-04,11.75,11.8,11.0,11.46,39889,46847.4819,1.0
2024-01-05,11.47,11.57,10.6,11.0,33815,38893.119450000006,1.0
2024-01-08,10.89,11.2,10.48,10.62,21698,24381.243329999998,1.0
2024-01-09,10.59,10.74,9.68,9.87,24075,25420.74259,1.0
2024-01-10,9.99,10.08,9.48,9.92,19401,19878.84264,1.0
2024-01-11,9.93,10.1,9.67,10.0,19860,20530.52964,1.0
2024-01-12,9.91,10.03,8.64,8.9,23402,22897.74329,1.0
2024-01-15,8.83,9.17,8.44,8.44,16473,15046.26581,1.0
2024-01-16,8.56,9.17,8.08,9.09,32285,29135.74809,1.0
2024-01-17,9.0,9.65,8.81,8.96,25510,24534.93708,1.0
2024-01-18,8.85,9.47,8.8,9.4,22068,21257.72163,1.0
2024-01-19,9.48,10.08,9.45,9.9,32567,33199.662489999995,1.0
2024-01-22,9.89,9.99,8.71,9.3,25024,24932.235,1.0
2024-01-23,9.16,9.65,9.0,9.55,14854,14572.61405,1.0
2024-01-24,9.55,9.61,9.03,9.4,16285,15848.042539999999,1.0
